Id,ParticipantId,CorrectSentence,TypedSentence,TaskCompletionTime,Accuracy,CPS,WPM,AWPM
1,190,prevailing wind from the east,prevailing wind from the east,7.452172994613647,1.0,3.8914823932510556,46.69778871901267,46.69778871901267
2,190,never too rich and never too thin,never too rich and never too thin,11.07711398601532,1.0,2.9791153220651134,35.749383864781365,35.749383864781365
3,190,breathing is difficult,breathing is difficult,8.231343984603882,1.0,2.6727105611367192,32.07252673364063,32.07252673364063
4,190,i can see the rings on saturn,i can see the rings on saturn,8.876449942588806,1.0,3.2670718798130443,39.20486255775653,39.20486255775653
5,190,physics and chemistry are hard,pysics and chemistry are hard,14.403241038322449,0.9830508474576272,2.0134357206714943,24.161228648057932,23.751716298090848
6,190,my bank account is overdrawn,my bank account is overdrawn,11.26617193222046,1.0,2.4853162341613095,29.823794809935713,29.823794809935713
7,190,elections bring out the best,lections bring out the best,12.272159099578856,0.9818181818181818,2.200101855013154,26.40122226015785,25.92120003724589
8,190,we are having spaghetti,we are having spaghetti,8.936684012413025,1.0,2.5736615469510924,30.883938563413107,30.883938563413107
9,190,time to go shopping,time to go shopping,5.450886964797974,1.0,3.4856712536331593,41.828055043597914,41.828055043597914
10,190,a problem with the engine,a problem with the engine,7.992725014686584,1.0,3.1278443777388376,37.53413253286605,37.53413253286605
11,190,elephants are afraid of mice,elephans are afraid of mice,8.518797993659973,0.9818181818181818,3.169461233861217,38.0335348063346,37.34201599167397
12,190,my favorite place to visit,my favorite place to visit,8.239332914352417,1.0,3.155595273339372,37.86714328007246,37.86714328007246
13,190,circumstances are unacceptable,circumstances are unacceptable,12.40201699733734,1.0,2.418961367851767,29.02753641422121,29.02753641422121
14,190,my favorite subject is psychology,my facorite subject is psychology,12.506395936012268,0.9696969696969697,2.638649869142255,31.66379842970706,30.704289386382605
15,190,watch out for low flying objects,watch out for low lflying objects,14.654217004776,0.9846153846153847,2.251911513883333,27.022938166599992,26.60720065634461
16,190,if at first you do not succeed,if at first you do not succeed,11.483296990394592,1.0,2.6124901258840585,31.349881510608704,31.349881510608704
17,190,please provide your date of birth,please provide your daye of birth,11.837072014808657,0.9696969696969697,2.7878515868380003,33.454219042056,32.440454828660364
18,190,we run the risk of failure,we run the rsisk of failure,9.110161900520325,0.9811320754716981,2.9637233997408874,35.56468079689065,34.89364908374177
19,190,prayer in schools offends some,prayer in schools offends some,11.93429410457611,1.0,2.5137640933866994,30.165169120640392,30.165169120640392
20,190,he is just like everyone else,he is just like everyone else,10.011553049087524,1.0,2.896653482013275,34.7598417841593,34.7598417841593
1,240,prevailing wind from the east,prevailing wind from the ewat,4.6305049657821655,0.9655172413793104,6.262815873063521,75.15379047676225,72.56228046032219
2,240,never too rich and never too thin,never too ricb and neber too thin,7.0502530336380005,0.9393939393939394,4.680683068047513,56.16819681657015,52.764063676171965
3,240,breathing is difficult,breathing is difficult,4.260787010192871,1.0,5.163365347146075,61.960384165752906,61.960384165752906
4,240,i can see the rings on saturn,i can see the rings on saturn,5.355591058731079,1.0,5.414901862740633,64.97882235288759,64.97882235288759
5,240,physics and chemistry are hard,physics and chemistrt are hard,5.687748074531555,0.9666666666666667,5.274495214429976,63.29394257315971,61.18414448738772
6,240,my bank account is overdrawn,my bank account is overdrawn,5.059716939926148,1.0,5.533906408687101,66.40687690424521,66.40687690424521
7,240,elections bring out the best,elextions bring out thr best,4.864448070526123,0.9285714285714286,5.756048701527532,69.07258441833038,64.13882838844964
8,240,we are having spaghetti,we are hacing spaghetti,4.175163984298706,0.9565217391304348,5.508765664413362,66.10518797296035,63.231049365440334
9,240,time to go shopping,time to go shopping,3.320481061935425,1.0,5.722062449868448,68.66474939842138,68.66474939842138
10,240,a problem with the engine,a problem with the engine,4.299593925476074,1.0,5.814502586365029,69.77403103638035,69.77403103638035
11,240,elephants are afraid of mice,dlephants are afraid of mice,4.8694599866867065,0.9642857142857143,5.750124259477045,69.00149111372454,66.53715214537723
12,240,my favorite place to visit,my favourite place to cisit,5.75110399723053,0.9433962264150944,4.694750784023723,56.33700940828468,53.14812208328743
13,240,circumstances are unacceptable,circumstances are unacceptable,5.360260009765625,1.0,5.596743431353013,67.16092117623614,67.16092117623614
14,240,my favorite subject is psychology,my favourite subject is phsgxhologhy,12.450065970420836,0.8985507246376812,2.891550943226298,34.69861131871558,31.17846234435313
15,240,watch out for low flying objects,watch out for low flying objects,5.2668540477752686,1.0,6.075733200451392,72.9087984054167,72.9087984054167
16,240,if at first you do not succeed,if a first you do not succeed,4.707671999931336,0.9830508474576272,6.160157292271633,73.92188750725958,72.66897415967891
17,240,please provide your date of birth,please provide your date of birth,5.358335018157959,1.0,6.158629478778736,73.90355374534484,73.90355374534484
18,240,we run the risk of failure,we run tbe risk of failure,4.040451049804688,0.9615384615384616,6.434925130761531,77.21910156913837,74.24913612417151
19,240,prayer in schools offends some,prayer in schools offends some,5.127285957336426,1.0,5.851048732141459,70.2125847856975,70.2125847856975
20,240,he is just like everyone else,he is just like wvertone else,4.238005042076111,0.9310344827586207,6.842842259997289,82.11410711996747,76.45106524962489
1,120,prevailing wind from the east,prevailing wind from the east,6.016370058059692,1.0,4.820182222858917,57.842186674307,57.842186674307
2,120,never too rich and never too thin,never too rich and never too thin,7.315127968788147,1.0,4.511199276458715,54.13439131750458,54.13439131750458
3,120,breathing is difficult,breathing is difficult,6.445572018623352,1.0,3.413195901998279,40.95835082397935,40.95835082397935
4,120,i can see the rings on saturn,i can see the rings on saturn,6.231980085372925,1.0,4.653416667371238,55.84100000845486,55.84100000845486
5,120,physics and chemistry are hard,physics and chemistry are hard,8.731340050697327,1.0,3.435898708080217,41.230784496962606,41.230784496962606
6,120,my bank account is overdrawn,my bank account is overdrawn,6.713986992835999,1.0,4.170398308765974,50.04477970519169,50.04477970519169
7,120,elections bring out the best,elections bring oht the best,7.181434988975525,0.9642857142857143,3.898942209040922,46.787306508491056,45.116331276044946
8,120,we are having spaghetti,we are having spaghtti,9.369463086128237,0.9777777777777777,2.3480534367622026,28.176641241146434,27.550493658009845
9,120,time to go shopping,time to go shopping,5.079503893852234,1.0,3.7405227748709593,44.88627329845151,44.88627329845151
10,120,a problem with the engine,a problem with the engine,4.975027084350586,1.0,5.0250982710505925,60.301179252607106,60.301179252607106
11,120,elephants are afraid of mice,elephants are afraid of mice,6.3463839292526245,1.0,4.411961254177919,52.943535050135026,52.943535050135026
12,120,my favorite place to visit,my favorite place to visit,5.539775013923645,1.0,4.6933313960678404,56.31997675281409,56.31997675281409
13,120,circumstances are unacceptable,circumstances are inaceptable,10.957609057426453,0.9491525423728814,2.646562753609596,31.758753043315153,30.14390119365506
14,120,my favorite subject is psychology,my favorite subject is paycholoy,11.008795976638794,0.9538461538461538,2.906766559022946,34.88119870827535,33.271297229431866
15,120,watch out for low flying objects,watch out for low flying objects,8.01383900642395,1.0,3.99309244599855,47.9171093519826,47.9171093519826
16,120,if at first you do not succeed,if at first you do not succesd,8.884246945381165,0.9666666666666667,3.376763408810548,40.521160905726575,39.170455542202355
17,120,please provide your date of birth,please provide your date of birth,6.945639967918396,1.0,4.751182058446096,57.01418470135316,57.01418470135316
18,120,we run the risk of failure,we run the risk of failure,5.125654935836792,1.0,5.0725225020937454,60.870270025124945,60.870270025124945
19,120,prayer in schools offends some,prayer in chools offends some,7.647387981414795,0.9830508474576272,3.792144464290001,45.50573357148001,44.73444995162441
20,120,he is just like everyone else,he is just like everyone else,5.863963961601257,1.0,4.945460134117374,59.34552160940849,59.34552160940849
1,140,prevailing wind from the east,prevailing wind from the east,6.264655947685242,1.0,4.629144879171752,55.549738550061036,55.549738550061036
2,140,never too rich and never too thin,never too rich and never too thin,7.158923029899597,1.0,4.609631904432254,55.31558285318705,55.31558285318705
3,140,breathing is difficult,breathign is difficult,5.428860902786255,0.9545454545454546,4.052415487143709,48.62898584572451,46.41857739819158
4,140,i can see the rings on saturn,i can see the rings on saturn,5.1699299812316895,1.0,5.609360301837397,67.31232362204877,67.31232362204877
5,140,physics and chemistry are hard,physics and chemistrt sre bard,6.829272031784058,0.9,4.392854737719811,52.71425685263773,47.44283116737396
6,140,my bank account is overdrawn,my bank account is overdrawn,5.879435062408447,1.0,4.762362319302512,57.14834783163015,57.14834783163015
7,140,elections bring out the best,wlections bring out the brst,5.381805896759033,0.9285714285714286,5.20271457892263,62.432574947071565,57.97310530799503
8,140,we are having spaghetti,we are having spaghetti,5.4034199714660645,1.0,4.256563458227661,51.078761498731936,51.078761498731936
9,140,time to go shopping,time to go shopping,4.069732904434204,1.0,4.668611047987554,56.023332575850645,56.023332575850645
10,140,a problem with the engine,a lroblem with the engine,5.052970051765442,0.96,4.947585230841677,59.37102277010011,56.99618185929611
11,140,elephants are afraid of mice,elephants are afriad of kice,7.776431918144226,0.9285714285714286,3.6006230485564314,43.20747658267718,40.1212282553431
12,140,my favorite place to visit,my faborite place to visit,6.470849990844727,0.9615384615384616,4.01801927672347,48.216231320681636,46.361760885270805
13,140,circumstances are unacceptable,circumstances are unacceptable,7.998860001564026,1.0,3.750534450425944,45.00641340511133,45.00641340511133
14,140,my favorite subject is psychology,my favorite subject is pschology,8.434450030326843,0.9846153846153847,3.7939640266930326,45.52756832031639,44.82714419231153
15,140,watch out for low flying objects,watch out for low flying objects,7.008617997169495,1.0,4.565807412092305,54.78968894510765,54.78968894510765
16,140,if at first you do not succeed,if st first you do not succeed,7.005846977233887,0.9666666666666667,4.282137491367942,51.3856498964153,49.67279489986812
17,140,please provide your date of birth,please provide your daye of birth,6.907930970191956,0.9696969696969697,4.777117800162818,57.32541360195383,55.588279856440074
18,140,we run the risk of failure,we run the risk of failure,5.285731911659241,1.0,4.918902516158516,59.0268301939022,59.0268301939022
19,140,prayer in schools offends some,prayer in schools offends some,5.8668529987335205,1.0,5.1134739538345535,61.36168744601464,61.36168744601464
20,140,he is just like everyone else,he is kust like everyone else,5.860614061355591,0.9655172413793104,4.948286936555612,59.37944323866734,57.33187623043744
0,100,my watch fell in the water,my watch fell in the water,5.248771071434021,1.0,4.953540485220004,59.44248582264005,59.44248582264005
1,100,prevailing wind from the east,prevailing wind from the east,6.103595972061157,1.0,4.751297453623365,57.01556944348037,57.01556944348037
2,100,never too rich and never too thin,never too rich snd never too tig,8.851508021354675,0.9230769230769231,3.615203186033217,43.3824382323986,40.04532759913717
3,100,breathing is difficult,breathing is difficult,4.733842968940735,1.0,4.647386942140756,55.76864330568907,55.76864330568907
4,100,i can see the rings on saturn,i can see the rjngs on dasayyrb,7.913733959197998,0.8333333333333334,3.9172406047298605,47.006887256758326,39.17240604729861
5,100,physics and chemistry are hard,physics and chemidtry ate hard,6.2379419803619385,0.9333333333333333,4.80927845985822,57.71134151829864,53.86391875041206
6,100,my bank account is overdrawn,my bank account id overdrawn,5.413410067558289,0.9642857142857143,5.172340474962275,62.068085699547304,59.8513683531349
7,100,elections bring out the best,elections bring out the best,4.793974995613098,1.0,5.8406645895363285,70.08797507443595,70.08797507443595
8,100,we are having spaghetti,we are having spaghetti,4.478055953979492,1.0,5.1361573496107615,61.63388819532914,61.63388819532914
9,100,time to go shopping,time to go slepping,5.150330901145935,0.8947368421052632,3.689083354969008,44.2690002596281,39.609105495456724
10,100,a problem with the engine,a priblem with the engine,4.802065014839172,0.96,5.206093612382564,62.473123348590775,59.97419841464714
11,100,elephants are afraid of mice,elephants ste aftaid of mjce,4.758755922317505,0.8571428571428572,5.883890759911901,70.6066891189428,60.52001924480812
12,100,my favorite place to visit,my favorite place to bisit,4.612156987190247,0.9615384615384616,5.6372755897537985,67.64730707704558,65.04548757408229
13,100,circumstances are unacceptable,circumstsnces ste unacceptable,5.483665943145752,0.9,5.470792770937874,65.64951325125449,59.08456192612904
14,100,my favorite subject is psychology,my fsvorite subject id psychology,7.04942798614502,0.9393939393939394,4.6812308835352825,56.17477060242339,52.770239050761376
15,100,watch out for low flying objects,watch iut fir low flowing objects,5.690181016921997,0.8923076923076922,5.799464006832381,69.59356808198858,62.0988761346975
16,100,if at first you do not succeed,if st first yoy do not nsucceed,6.571136951446533,0.9180327868852459,4.717600657094178,56.611207885130135,51.970944943726025
17,100,please provide your date of birth,please provide tour date of birth,6.699669003486633,0.9696969696969697,4.925616471922147,59.10739766306576,57.31626440054862
18,100,we run the risk of failure,se run the risk of failure,5.627979040145874,0.9615384615384616,4.619775556116161,55.43730667339393,53.30510257057109
19,100,prayer in schools offends some,prayer in schools offends sone,5.448048949241638,0.9666666666666667,5.506558454137231,66.07870144964677,63.87607806799188
1,110,prevailing wind from the east,prevailing wind from the east,3.747102975845337,1.0,7.739312259881962,92.87174711858356,92.87174711858356
2,110,never too rich and never too thin,rnever too rich and never too thin,6.16867196559906,0.9850746268656716,5.511721192115319,66.14065430538383,65.15348036052735
3,110,breathing is difficult,breathing is difficuly,4.403187990188599,0.9545454545454546,4.9963799067906,59.956558881487204,57.231260750510515
4,110,i can see the rings on saturn,i can see the rings on saturn,5.685794949531555,1.0,5.100430152232146,61.205161826785755,61.205161826785755
5,110,physics and chemistry are hard,physics and chemistry are hard,5.29885196685791,1.0,5.661603718623842,67.9392446234861,67.9392446234861
6,110,my bank account is overdrawn,my bank account is overdrawn,5.57417106628418,1.0,5.023168407830223,60.278020893962676,60.278020893962676
7,110,elections bring out the best,elections bring out the best,5.449140906333923,1.0,5.138424658362864,61.66109590035437,61.66109590035437
8,110,we are having spaghetti,we are having spaghetti,5.007898926734924,1.0,4.592744449616051,55.11293339539261,55.11293339539261
9,110,time to go shopping,time to go shopping,4.145910978317261,1.0,4.5828287436387996,54.993944923665595,54.993944923665595
10,110,a problem with the engine,a problem wit. the engine,5.102352023124695,0.96,4.8997011352207585,58.796413622649105,56.44455707774314
11,110,elephants are afraid of mice,elephants are afraid of mice,5.67901599407196,1.0,4.930431615129769,59.16517938155723,59.16517938155723
12,110,my favorite place to visit,my favorite place to visit,4.539270997047424,1.0,5.727791977370758,68.73350372844911,68.73350372844911
13,110,circumstances are unacceptable,circumstances are unacceptable,5.29068398475647,1.0,5.67034434232626,68.04413210791512,68.04413210791512
14,110,my favorite subject is psychology,my favorite subject is psychology,5.734116911888123,1.0,5.755027409989414,69.06032891987297,69.06032891987297
15,110,watch out for low flying objects,watch out for low flying objects,5.551689982414246,1.0,5.764010616832798,69.16812740199359,69.16812740199359
16,110,if at first you do not succeed,if at first you do not succeed,5.202659010887146,1.0,5.766282190937681,69.19538629125216,69.19538629125216
17,110,please provide your date of birth,prlease provide your date of birth,6.234531044960022,0.9850746268656716,5.453497585433552,65.44197102520262,64.46522518900557
18,110,we run the risk of failure,we tun the risk of failure,4.990713000297546,0.9615384615384616,5.209676452733283,62.5161174327994,60.11165137769173
19,110,prayer in schools offends some,prayer in schools offends some,5.398759007453919,1.0,5.556832590337857,66.68199108405427,66.68199108405427
20,110,he is just like everyone else,he is just like everyone else,5.112493991851807,1.0,5.672378304252217,68.06853965102661,68.06853965102661
1,210,prevailing wind from the east,prevailing wind from the east,5.493173003196716,1.0,5.279280296310281,63.35136355572338,63.35136355572338
2,210,never too rich and never too thin,never too rich and never too thin,5.628522038459778,1.0,5.862995609595289,70.35594731514347,70.35594731514347
3,210,breathing is difficult,breathing os difficult,4.130710005760193,0.9545454545454546,5.32596090486174,63.91153085834087,61.00646127387083
4,210,i can see the rings on saturn,i can deet the rings on saturn,6.806470036506653,0.9491525423728814,4.407571008040047,52.89085209648056,50.20148673564256
5,210,physics and chemistry are hard,physics and chemistry are hard,5.817631959915161,1.0,5.156737347207074,61.880848166484896,61.880848166484896
6,210,my bank account is overdrawn,my bank account is overdrawn,5.336427092552185,1.0,5.2469563463311175,62.96347615597341,62.96347615597341
7,210,elections bring out the best,elections bring out the best,4.566563010215759,1.0,6.1315260377140985,73.57831245256918,73.57831245256918
8,210,we are having spaghetti,we are haveng spaghetti,6.587908029556274,0.9565217391304348,3.491244852965738,41.89493823558886,40.07341918186761
9,210,time to go shopping,time to go shopping,3.4458789825439453,1.0,5.513832637840668,66.16599165408802,66.16599165408802
10,210,a problem with the engine,a problem with the engine,4.886380910873413,1.0,5.116260982513414,61.395131790160974,61.395131790160974
11,210,elephants are afraid of mice,elephants are afraid of mice,5.501650094985962,1.0,5.089382188358063,61.07258626029676,61.07258626029676
12,210,my favorite place to visit,my favourite place to visit,6.58623206615448,0.9811320754716981,4.099460773444103,49.19352928132924,48.265349483568315
13,210,circumstances are unacceptable,circumstances are unacceptabel,6.884580969810486,0.9666666666666667,4.357563682024038,52.290764184288456,50.54773871147884
14,210,my favorite subject is psychology,my favorite subject is psychology,7.801265001296997,1.0,4.230083197342174,50.76099836810609,50.76099836810609
15,210,watch out for low flying objects,watch oit for lwo flying objects,6.88922107219696,0.9375,4.644937310713308,55.739247728559704,52.25554474552472
16,210,if at first you do not succeed,if at first you do not succesd,7.0374250411987305,0.9666666666666667,4.2629228481117725,51.15507417734127,49.44990503809656
17,210,please provide your date of birth,please provide your date of birth,6.350983023643494,1.0,5.196046010066051,62.35255212079261,62.35255212079261
18,210,we run the risk of failure,we run the risk of failure,5.618626952171326,1.0,4.627465076668289,55.52958092001948,55.52958092001948
19,210,prayer in schools offends some,prayer in schools offends some,5.819997906684876,1.0,5.1546410292591105,61.855692351109326,61.855692351109326
20,210,he is just like everyone else,he is just like veeryone else,6.335444927215576,0.9655172413793104,4.577421212427062,54.92905454912475,53.03494921984459
1,180,prevailing wind from the east,prevailing wind from the east,5.985918045043945,1.0,4.844703816820649,58.136445801847785,58.136445801847785
2,180,never too rich and never too thin,never too rich and never too thin,8.490738987922668,1.0,3.8865874980893427,46.63904997707211,46.63904997707211
3,180,breathing is difficult,breatjing is difficult,6.851912021636963,0.9545454545454546,3.2107826152070276,38.52939138248433,36.77805541055322
4,180,i can see the rings on saturn,i can see the rings on staurn,6.768321990966797,0.9655172413793104,4.284666131236702,51.41599357484042,49.64302827915627
5,180,physics and chemistry are hard,physics and chemistry are hard,7.960055947303772,1.0,3.7688177317599876,45.22581278111985,45.22581278111985
6,180,my bank account is overdrawn,my bank account is overdrawn,6.629788041114807,1.0,4.223362772136492,50.68035326563791,50.68035326563791
7,180,elections bring out the best,elections bring out the best,6.496194005012512,1.0,4.310216101673532,51.72259322008239,51.72259322008239
8,180,we are having spaghetti,we are having spagehtti,6.342751979827881,0.9565217391304348,3.6261862474124578,43.514234968949495,41.62231170942995
9,180,time to go shopping,time to go shopping,5.059123992919922,1.0,3.755590894113265,45.06709072935918,45.06709072935918
